1.000000000000000000e+02,2.759032853055763800e-72,1.562566306683102625e-90
3.000000000000000000e+02,1.410670836237574726e-12,1.298017869238248816e-18
5.000000000000000000e+02,2.959792255314941833e+00,7.599866979189065161e-04
8.000000000000000000e+02,4.444575117282962799e+07,2.783068877182364813e+05
