1.000000000000000000e+02,1.618239149412119330e-65,1.283665631247776023e-85
3.000000000000000000e+02,2.485365312197671509e-10,5.435027390020895679e-17
5.000000000000000000e+02,6.502578171179716549e+01,6.994372977539331168e-03
8.000000000000000000e+02,3.031576598548194170e+08,1.095477330988055095e+06
